id,name,gender,birth_date,birth_country,wikipedia_link,prize_category,prize_motivation,prize_year,affiliation_country,min_prize_year,min_prize_date,age_at_prize,this_year,uniform,image_source
752,John E. Sulston,male,1942-03-27,United Kingdom,https://en.wikipedia.org/wiki/John_Sulston,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',2002,United Kingdom,2002,2002-12-10,60,FALSE,0,NA
288,John E. Walker,male,1941-01-07,United Kingdom,https://en.wikipedia.org/wiki/John_E._Walker,Chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),1997,United Kingdom,1997,1997-12-10,56,FALSE,0,NA
356,John Franklin Enders,male,1897-02-10,USA,https://en.wikipedia.org/wiki/John_Franklin_Enders,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1954,USA,1954,1954-12-10,57,FALSE,0,NA
712,John F. Nash Jr.,male,1928-06-13,USA,"https://en.wikipedia.org/wiki/John_Forbes_Nash,_Jr.",Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games,1994,USA,1994,1994-12-10,66,FALSE,0,NA
605,John Galsworthy,male,1867-08-14,United Kingdom,https://en.wikipedia.org/wiki/John_Galsworthy,Literature,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,1932,United Kingdom,1932,1932-12-10,65,FALSE,0,NA
205,John Howard Northrop,male,1891-07-05,USA,https://en.wikipedia.org/wiki/John_Howard_Northrop,Chemistry,for their preparation of enzymes and virus proteins in a pure form,1946,USA,1946,1946-12-10,55,FALSE,0,NA
109,John Hasbrouck Van Vleck,male,1899-03-13,USA,https://en.wikipedia.org/wiki/John_Hasbrouck_Van_Vleck,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,1977,USA,1977,1977-12-10,78,FALSE,0,NA
566,John Hume,male,1937-01-18,Northern Ireland,https://en.wikipedia.org/wiki/John_Hume,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland,1998,United Kingdom,1998,1998-12-10,61,FALSE,0,NA
792,John L. Hall,male,1934-08-21,USA,https://en.wikipedia.org/wiki/John_L._Hall,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",2005,USA,2005,2005-12-10,71,FALSE,0,NA
314,John James Rickard Macleod,male,1876-09-06,Scotland,https://en.wikipedia.org/wiki/John_James_Rickard_Macleod,Physiology or Medicine,for the discovery of insulin,1923,Canada,1923,1923-12-10,47,FALSE,0,NA
903,John O'Keefe,male,1939-11-18,USA,https://en.wikipedia.org/wiki/John_O'Keefe_(neuroscientist),Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain,2014,United Kingdom,2014,2014-12-10,75,FALSE,0,NA
291,John A. Pople,male,1925-10-31,United Kingdom,https://en.wikipedia.org/wiki/John_Pople,Chemistry,for his development of computational methods in quantum chemistry,1998,USA,1998,1998-12-10,73,FALSE,0,NA
681,John R. Hicks,male,1904-04-08,United Kingdom,https://en.wikipedia.org/wiki/John_Hicks,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory,1972,United Kingdom,1972,1972-12-10,68,FALSE,0,NA
507,John Raleigh Mott,male,1865-05-25,USA,https://en.wikipedia.org/wiki/John_Mott,Peace,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,1946,USA,1946,1946-12-10,81,FALSE,0,NA
427,John R. Vane,male,1927-03-29,United Kingdom,https://en.wikipedia.org/wiki/John_Vane,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,1982,United Kingdom,1982,1982-12-10,55,FALSE,0,NA
634,John Steinbeck,male,1902-02-27,USA,https://en.wikipedia.org/wiki/John_Steinbeck,Literature,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",1962,USA,1962,1962-12-10,60,FALSE,0,NA
574,José Echegaray y Eizaguirre,male,1832-04-19,Spain,https://en.wikipedia.org/wiki/José_Echegaray,Literature,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",1904,Spain,1904,1904-12-10,72,FALSE,0,NA
563,José Ramos-Horta,male,1949-12-26,East Timor,https://en.wikipedia.org/wiki/José_Ramos-Horta,Peace,for their work towards a just and peaceful solution to the conflict in East Timor,1996,East Timor,1996,1996-12-10,46,FALSE,0,NA
675,José Saramago,male,1922-11-16,Portugal,https://en.wikipedia.org/wiki/José_Saramago,Literature,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",1998,Portugal,1998,1998-12-10,76,FALSE,0,NA
664,Joseph Brodsky,male,1940-05-24,Russia,https://en.wikipedia.org/wiki/Joseph_Brodsky,Literature,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",1987,USA,1987,1987-12-10,47,FALSE,0,NA
442,Joseph E. Murray,male,1919-04-01,USA,https://en.wikipedia.org/wiki/Joseph_Murray,Physiology or Medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease,1990,USA,1990,1990-12-10,71,FALSE,0,NA
746,Joseph E. Stiglitz,male,1943-02-09,USA,https://en.wikipedia.org/wiki/Joseph_Stiglitz,Economic Sciences,for their analyses of markets with asymmetric information,2001,USA,2001,2001-12-10,58,FALSE,0,NA
337,Joseph Erlanger,male,1874-01-05,USA,https://en.wikipedia.org/wiki/Joseph_Erlanger,Physiology or Medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,1944,USA,1944,1944-12-10,70,FALSE,0,NA
144,Joseph H. Taylor Jr.,male,1941-03-29,USA,"https://en.wikipedia.org/wiki/Joseph_Hooton_Taylor,_Jr.",Physics,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",1993,USA,1993,1993-12-10,52,FALSE,0,NA
433,Joseph L. Goldstein,male,1940-04-18,USA,https://en.wikipedia.org/wiki/Joseph_L._Goldstein,Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism,1985,USA,1985,1985-12-10,45,FALSE,0,NA
560,Joseph Rotblat,male,1908-11-04,Poland,https://en.wikipedia.org/wiki/Joseph_Rotblat,Peace,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",1995,United Kingdom,1995,1995-12-10,87,FALSE,0,NA
1008,Joshua D. Angrist,male,1960-01-01,USA,https://en.wikipedia.org/wiki/Joshua_Angrist,Economic Sciences,for their methodological contributions to the analysis  of causal relationships,2021,USA,2021,2021-12-10,61,TRUE,0,NA
366,Joshua Lederberg,male,1925-05-23,USA,https://en.wikipedia.org/wiki/Joshua_Lederberg,Physiology or Medicine,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,1958,USA,1958,1958-12-10,33,FALSE,0,NA
934,Juan Manuel Santos,male,1951-08-10,Colombia,https://en.wikipedia.org/wiki/Juan_Manuel_Santos,Peace,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,2016,,2016,2016-12-10,65,FALSE,0,NA
627,Juan Ramón Jiménez,male,1881-12-24,Spain,https://en.wikipedia.org/wiki/Juan_Ramón_Jiménez,Literature,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",1956,Spain,1956,1956-12-10,74,FALSE,0,NA
862,Jules A. Hoffmann,male,1941-08-02,Luxembourg,https://en.wikipedia.org/wiki/Jules_A._Hoffmann,Physiology or Medicine,for their discoveries concerning the activation of innate immunity,2011,France,2011,2011-12-10,70,FALSE,0,NA
309,Jules Bordet,male,1870-06-13,Belgium,https://en.wikipedia.org/wiki/Jules_Bordet,Physiology or Medicine,for his discoveries relating to immunity,1919,Belgium,1919,1919-12-10,49,FALSE,0,NA
85,Julian Schwinger,male,1918-02-12,USA,https://en.wikipedia.org/wiki/Julian_Schwinger,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",1965,USA,1965,1965-12-10,47,FALSE,0,NA
396,Julius Axelrod,male,1912-05-30,USA,https://en.wikipedia.org/wiki/Julius_Axelrod,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",1970,USA,1970,1970-12-10,58,FALSE,0,NA
317,Julius Wagner-Jauregg,male,1857-03-07,Austria,https://en.wikipedia.org/wiki/Julius_Wagner-Jauregg,Physiology or Medicine,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,1927,Austria,1927,1927-12-10,70,FALSE,0,NA
131,K. Alexander Müller,male,1927-04-20,Switzerland,https://en.wikipedia.org/wiki/K._Alex_Müller,Physics,for their important break-through in the discovery of superconductivity in ceramic materials,1987,Switzerland,1987,1987-12-10,60,FALSE,0,NA
120,Kai M. Siegbahn,male,1918-04-20,Sweden,https://en.wikipedia.org/wiki/Kai_Siegbahn,Physics,for his contribution to the development of high-resolution electron spectroscopy,1981,Sweden,1981,1981-12-10,63,FALSE,0,NA
913,Kailash Satyarthi,male,1954-01-11,India,https://en.wikipedia.org/wiki/Kailash_Satyarthi,Peace,for their struggle against the suppression of children and young people and for the right of all children to education,2014,India,2014,2014-12-10,60,FALSE,0,NA
586,Karl Adolph Gjellerup,male,1857-06-02,Denmark,https://en.wikipedia.org/wiki/Karl_Adolph_Gjellerup,Literature,"for his varied and rich poetry, which is inspired by lofty ideals",1917,Denmark,1917,1917-12-10,60,FALSE,0,NA
321,Karl Landsteiner,male,1868-06-14,Austria,https://en.wikipedia.org/wiki/Karl_Landsteiner,Physiology or Medicine,for his discovery of human blood groups,1930,USA,1930,1930-12-10,62,FALSE,0,NA
400,Karl von Frisch,male,1886-11-20,Austria,https://en.wikipedia.org/wiki/Karl_von_Frisch,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,1973,Germany,1973,1973-12-10,87,FALSE,0,NA
228,Karl Ziegler,male,1898-11-26,Germany,https://en.wikipedia.org/wiki/Karl_Ziegler,Chemistry,for their discoveries in the field of the chemistry and technology of high polymers,1963,Germany,1963,1963-12-10,65,FALSE,0,NA
278,Kary B. Mullis,male,1944-12-28,USA,https://en.wikipedia.org/wiki/Kary_Mullis,Chemistry,for his invention of the polymerase chain reaction (PCR) method,1993,USA,1993,1993-12-10,48,FALSE,0,NA
947,Kazuo Ishiguro,male,1954-11-08,Japan,https://en.wikipedia.org/wiki/Kazuo_Ishiguro,Literature,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",2017,,2017,2017-12-10,63,FALSE,0,NA
386,Haldan Keffer Hartline,male,1903-12-22,USA,https://en.wikipedia.org/wiki/Haldan_Keffer_Hartline,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,1967,USA,1967,1967-12-10,63,FALSE,0,NA
257,Kenichi Fukui,male,1918-10-04,Japan,https://en.wikipedia.org/wiki/Kenichi_Fukui,Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",1981,Japan,1981,1981-12-10,63,FALSE,0,NA
121,Kenneth G. Wilson,male,1936-06-08,USA,https://en.wikipedia.org/wiki/Kenneth_G._Wilson,Physics,for his theory for critical phenomena in connection with phase transitions,1982,USA,1982,1982-12-10,46,FALSE,0,NA
682,Kenneth J. Arrow,male,1921-08-23,USA,https://en.wikipedia.org/wiki/Kenneth_Arrow,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory,1972,USA,1972,1972-12-10,51,FALSE,0,NA
671,Kenzaburo Oe,male,1935-01-31,Japan,https://en.wikipedia.org/wiki/Kenzaburō_Ōe,Literature,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",1994,Japan,1994,1994-12-10,59,FALSE,0,NA
725,Kim Dae-jung,male,1925-12-03,South Korea,https://en.wikipedia.org/wiki/Kim_Dae-jung,Peace,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",2000,South Korea,2000,2000-12-10,75,FALSE,0,NA
943,Kip S. Thorne,male,1940-06-01,USA,https://en.wikipedia.org/wiki/Kip_Thorne,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves,2017,USA,2017,2017-12-10,77,FALSE,0,NA
473,Klas Pontus Arnoldson,male,1844-10-27,Sweden,https://en.wikipedia.org/wiki/Klas_Pontus_Arnoldson,Peace,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",1908,Sweden,1908,1908-12-10,64,FALSE,0,NA
1000,Klaus Hasselmann,male,1931-10-25,Germany,https://en.wikipedia.org/wiki/Klaus_Hasselmann,Physics,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",2021,Germany,2021,2021-12-10,90,TRUE,0,NA
126,Klaus von Klitzing,male,1943-06-28,Poland,https://en.wikipedia.org/wiki/Klaus_von_Klitzing,Physics,for the discovery of the quantized Hall effect,1985,Germany,1985,1985-12-10,42,FALSE,0,NA
589,Knut Pedersen Hamsun,male,1859-08-04,Norway,https://en.wikipedia.org/wiki/Knut_Hamsun,Literature,"for his monumental work, <I>Growth of the Soil</I>",1920,Norway,1920,1920-12-10,61,FALSE,0,NA
749,Kofi Atta Annan,male,1938-04-08,Ghana,https://en.wikipedia.org/wiki/Kofi_Annan,Peace,for their work for a better organized and more peaceful world,2001,Ghana,2001,2001-12-10,63,FALSE,0,NA
757,Koichi Tanaka,male,1959-08-03,Japan,https://en.wikipedia.org/wiki/Koichi_Tanaka,Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,2002,Japan,2002,2002-12-10,43,FALSE,0,NA
378,Konrad Bloch,male,1912-01-21,Poland,https://en.wikipedia.org/wiki/Konrad_Emil_Bloch,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,1964,USA,1964,1964-12-10,52,FALSE,0,NA
401,Konrad Lorenz,male,1903-11-07,Austria,https://en.wikipedia.org/wiki/Konrad_Lorenz,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,1973,Austria,1973,1973-12-10,70,FALSE,0,NA
850,Konstantin Novoselov,male,1974-08-23,Russia,https://en.wikipedia.org/wiki/Konstantin_Novoselov,Physics,for groundbreaking experiments regarding the two-dimensional material graphene,2010,United Kingdom,2010,2010-12-10,36,FALSE,0,NA
211,Kurt Alder,male,1902-07-10,Poland,https://en.wikipedia.org/wiki/Kurt_Alder,Chemistry,for their discovery and development of the diene synthesis,1950,Germany,1950,1950-12-10,48,FALSE,0,NA
758,Kurt Wüthrich,male,1938-10-04,Switzerland,https://en.wikipedia.org/wiki/Kurt_Wüthrich,Chemistry,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,2002,Switzerland|USA,2002,2002-12-10,64,FALSE,0,NA
236,Lars Onsager,male,1903-11-27,Norway,https://en.wikipedia.org/wiki/Lars_Onsager,Chemistry,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",1968,USA,1968,1968-12-10,65,FALSE,0,NA
895,Lars Peter Hansen,male,1952-10-26,USA,https://en.wikipedia.org/wiki/Lars_Peter_Hansen,Economic Sciences,for their empirical analysis of asset prices,2013,USA,2013,2013-12-10,61,FALSE,0,NA
21,William Lawrence Bragg,male,1890-03-31,Australia,https://en.wikipedia.org/wiki/William_Lawrence_Bragg,Physics,for their services in the analysis of crystal structure by means of X-rays,1915,United Kingdom,1915,1915-12-10,25,FALSE,0,NA
694,Lawrence R. Klein,male,1920-09-14,USA,https://en.wikipedia.org/wiki/Lawrence_Klein,Economic Sciences,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,1980,USA,1980,1980-12-10,60,FALSE,0,NA
531,Le Duc Tho ,male,1911-10-14,Vietnam,https://en.wikipedia.org/wiki/Le_Duc_Tho,Peace,for jointly having negotiated a cease fire in Vietnam in 1973,1973,Vietnam,1973,1973-12-10,62,FALSE,0,NA
545,Lech Walesa,male,1943-09-29,Poland,https://en.wikipedia.org/wiki/Lech_Wałęsa,Peace,for non-violent struggle for free trade unions and human rights in Poland,1983,Poland,1983,1983-12-10,40,FALSE,0,NA
735,Leland H. Hartwell,male,1939-10-30,USA,https://en.wikipedia.org/wiki/Leland_H._Hartwell,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,2001,USA,2001,2001-12-10,62,FALSE,0,NA
97,Leo Esaki,male,1925-03-12,Japan,https://en.wikipedia.org/wiki/Leo_Esaki,Physics,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",1973,USA,1973,1973-12-10,48,FALSE,0,NA
484,Léon Victor Auguste Bourgeois,male,1851-05-21,France,https://en.wikipedia.org/wiki/Léon_Bourgeois,Peace,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,1920,France,1920,1920-12-10,69,FALSE,0,NA
512,Léon Jouhaux,male,1879-07-01,France,https://en.wikipedia.org/wiki/Léon_Jouhaux,Peace,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,1951,France,1951,1951-12-10,72,FALSE,0,NA
132,Leon M. Lederman,male,1922-07-15,USA,https://en.wikipedia.org/wiki/Leon_M._Lederman,Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,1988,USA,1988,1988-12-10,66,FALSE,0,NA
95,Leon Neil Cooper,male,1930-02-28,USA,https://en.wikipedia.org/wiki/Leon_Cooper,Physics,"for their jointly developed theory of superconductivity, usually called the BCS-theory",1972,USA,1972,1972-12-10,42,FALSE,0,NA
820,Leonid Hurwicz,male,1917-08-21,Russia,https://en.wikipedia.org/wiki/Leonid_Hurwicz,Economic Sciences,for having laid the foundations of mechanism design theory,2007,USA,2007,2007-12-10,90,FALSE,0,NA
686,Leonid Vitaliyevich Kantorovich,male,1912-01-19,Russia,https://en.wikipedia.org/wiki/Leonid_Kantorovich,Economic Sciences,for their contributions to the theory of optimum allocation of resources,1975,Russia,1975,1975-12-10,63,FALSE,0,NA
200,Leopold Ruzicka,male,1887-09-13,Croatia,https://en.wikipedia.org/wiki/Leopold_Ružička,Chemistry,for his work on polymethylenes and higher terpenes,1939,Switzerland,1939,1939-12-10,52,FALSE,0,NA
516,Lester Bowles Pearson,male,1897-04-23,Canada,https://en.wikipedia.org/wiki/Lester_B._Pearson,Peace,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,1957,Canada,1957,1957-12-10,60,FALSE,0,NA
77,Lev Davidovich Landau,male,1908-01-22,Azerbaijan,https://en.wikipedia.org/wiki/Lev_Landau,Physics,"for his pioneering theories for condensed matter, especially liquid helium",1962,Russia,1962,1962-12-10,54,FALSE,0,NA
870,Leymah Gbowee,female,1972-02-01,Liberia,https://en.wikipedia.org/wiki/Leymah_Gbowee,Peace,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,2011,Liberia,2011,2011-12-10,39,FALSE,0,NA
775,Linda B. Buck,female,1947-01-29,USA,https://en.wikipedia.org/wiki/Linda_B._Buck,Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,2004,USA,2004,2004-12-10,57,FALSE,0,NA
217,Linus Carl Pauling,male,1901-02-28,USA,https://en.wikipedia.org/wiki/Linus_Pauling,Peace|Chemistry,for his fight against the nuclear arms race between East and West|for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,1962|1954,USA,1954,1954-12-10,53,FALSE,0,NA
855,Liu Xiaobo,male,1955-12-28,China,https://en.wikipedia.org/wiki/Liu_Xiaobo,Peace,for his long and non-violent struggle for fundamental human rights in China,2010,China,2010,2010-12-10,54,FALSE,0,NA
883,Lloyd S. Shapley,male,1923-06-02,USA,https://en.wikipedia.org/wiki/Lloyd_Shapley,Economic Sciences,for the theory of stable allocations and the practice of market design,2012,USA,2012,2012-12-10,89,FALSE,0,NA
510,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",male,1880-09-23,Scotland,"https://en.wikipedia.org/wiki/John_Boyd_Orr,_1st_Baron_Boyd-Orr",Peace,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",1949,United Kingdom,1949,1949-12-10,69,FALSE,0,NA
8,Lord Rayleigh (John William Strutt),male,1842-11-12,United Kingdom,"https://en.wikipedia.org/wiki/John_Strutt,_3rd_Baron_Rayleigh",Physics,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,1904,United Kingdom,1904,1904-12-10,62,FALSE,0,NA
221,Lord (Alexander R.) Todd,male,1907-10-02,Scotland,"https://en.wikipedia.org/wiki/Alexander_R._Todd,_Baron_Todd",Chemistry,for his work on nucleotides and nucleotide co-enzymes,1957,United Kingdom,1957,1957-12-10,50,FALSE,0,NA
36,Prince Louis-Victor Pierre Raymond de Broglie,male,1892-08-15,France,https://en.wikipedia.org/wiki/Louis_de_Broglie,Physics,for his discovery of the wave nature of electrons,1929,France,1929,1929-12-10,37,FALSE,0,NA
459,Louis J. Ignarro,male,1941-05-31,USA,https://en.wikipedia.org/wiki/Louis_Ignarro,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,1998,USA,1998,1998-12-10,57,FALSE,0,NA
92,Louis Eugène Félix Néel,male,1904-11-22,France,https://en.wikipedia.org/wiki/Louis_Néel,Physics,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,1970,France,1970,1970-12-10,66,FALSE,0,NA
472,Louis Renault,male,1843-05-21,France,https://en.wikipedia.org/wiki/Louis_Renault_(jurist),Peace,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,1907,France,1907,1907-12-10,64,FALSE,0,NA
993,Louise Glück,female,1943-04-22,USA,https://en.wikipedia.org/wiki/Louise_Glück,Literature,for her unmistakable poetic voice that with austere beauty makes individual existence universal,2020,USA,2020,2020-12-10,77,FALSE,0,NA
825,Luc Montagnier,male,1932-08-18,France,https://en.wikipedia.org/wiki/Luc_Montagnier,Physiology or Medicine,for their discovery of human immunodeficiency virus,2008,France,2008,2008-12-10,76,FALSE,0,NA
493,Ludwig Quidde,male,1858-03-23,Germany,https://en.wikipedia.org/wiki/Ludwig_Quidde,Peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,1927,Germany,1927,1927-12-10,69,FALSE,0,NA
607,Luigi Pirandello,male,1867-06-28,Italy,https://en.wikipedia.org/wiki/Luigi_Pirandello,Literature,for his bold and ingenious revival of dramatic and scenic art,1934,Italy,1934,1934-12-10,67,FALSE,0,NA
89,Luis Walter Alvarez,male,1911-06-13,USA,https://en.wikipedia.org/wiki/Luis_Walter_Alvarez,Physics,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",1968,USA,1968,1968-12-10,57,FALSE,0,NA
239,Luis F. Leloir,male,1906-09-06,France,https://en.wikipedia.org/wiki/Luis_Federico_Leloir,Chemistry,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,1970,Argentina,1970,1970-12-10,64,FALSE,0,NA
977,M. Stanley Whittingham,male,1941-12-22,United Kingdom,https://en.wikipedia.org/wiki/M._Stanley_Whittingham,Chemistry,for the development of lithium-ion batteries,2019,USA,2019,2019-12-10,77,FALSE,0,NA
536,Mairead Corrigan,female,1944-01-27,Northern Ireland,https://en.wikipedia.org/wiki/Mairead_Maguire,Peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,1976,United Kingdom,1976,1976-12-10,32,FALSE,0,NA
827,Makoto Kobayashi,male,1944-04-07,Japan,https://en.wikipedia.org/wiki/Makoto_Kobayashi_(physicist),Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,2008,Japan,2008,2008-12-10,64,FALSE,0,NA
914,Malala Yousafzai,female,1997-07-12,Pakistan,https://en.wikipedia.org/wiki/Malala_Yousafzai,Peace,for their struggle against the suppression of children and young people and for the right of all children to education,2014,United Kingdom,2014,2014-12-10,17,FALSE,0,NA
233,Manfred Eigen,male,1927-05-09,Germany,https://en.wikipedia.org/wiki/Manfred_Eigen,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",1967,Germany,1967,1967-12-10,40,FALSE,0,NA
29,Karl Manne Georg Siegbahn,male,1886-12-03,Sweden,https://en.wikipedia.org/wiki/Manne_Siegbahn,Physics,for his discoveries and research in the field of X-ray spectroscopy,1924,Sweden,1924,1924-12-10,38,FALSE,0,NA
79,Maria Goeppert Mayer,female,1906-06-28,Poland,https://en.wikipedia.org/wiki/Maria_Goeppert-Mayer,Physics,for their discoveries concerning nuclear shell structure,1963,USA,1963,1963-12-10,57,FALSE,0,NA
1005,Maria Ressa,female,1963-10-02,Philippines,https://en.wikipedia.org/wiki/Maria_Ressa,Peace,"for their efforts to safeguard freedom of expression, which  is a precondition for democracy and lasting peace",2021,,2021,2021-12-10,58,TRUE,0,NA
6,"Marie Curie, née Sklodowska",female,1867-11-07,Poland,https://en.wikipedia.org/wiki/Marie_Curie,Physics|Chemistry,"in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel|in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",1903|1911,France,1903,1903-12-10,36,FALSE,0,NA
282,Mario J. Molina,male,1943-03-19,Mexico,https://en.wikipedia.org/wiki/Mario_J._Molina,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",1995,USA,1995,1995-12-10,52,FALSE,0,NA
811,Mario R. Capecchi,male,1937-10-06,Italy,https://en.wikipedia.org/wiki/Mario_Capecchi,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,2007,USA,2007,2007-12-10,70,FALSE,0,NA
854,Mario Vargas Llosa,male,1936-03-28,Peru,https://en.wikipedia.org/wiki/Mario_Vargas_Llosa,Literature,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",2010,,2010,2010-12-10,74,FALSE,0,NA
390,Marshall W. Nirenberg,male,1927-04-10,USA,https://en.wikipedia.org/wiki/Marshall_Warren_Nirenberg,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,1968,USA,1968,1968-12-10,41,FALSE,0,NA
830,Martin Chalfie,male,1947-01-15,USA,https://en.wikipedia.org/wiki/Martin_Chalfie,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",2008,USA,2008,2008-12-10,61,FALSE,0,NA
889,Martin Karplus,male,1930-03-15,Austria,https://en.wikipedia.org/wiki/Martin_Karplus,Chemistry,for the development of multiscale models for complex chemical systems,2013,France|USA,2013,2013-12-10,83,FALSE,0,NA
147,Martin L. Perl,male,1927-06-24,USA,https://en.wikipedia.org/wiki/Martin_Lewis_Perl,Physics,for the discovery of the tau lepton,1995,USA,1995,1995-12-10,68,FALSE,0,NA
524,Martin Luther King Jr.,male,1929-01-15,USA,"https://en.wikipedia.org/wiki/Martin_Luther_King,_Jr.",Peace,for his non-violent struggle for civil rights for the Afro-American population,1964,USA,1964,1964-12-10,35,FALSE,0,NA
451,Martin Rodbell,male,1925-12-01,USA,https://en.wikipedia.org/wiki/Martin_Rodbell,Physiology or Medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,1994,USA,1994,1994-12-10,69,FALSE,0,NA
100,Sir Martin Ryle,male,1918-09-27,United Kingdom,https://en.wikipedia.org/wiki/Martin_Ryle,Physics,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",1974,United Kingdom,1974,1974-12-10,56,FALSE,0,NA
159,Martinus J.G. Veltman,male,1931-06-27,the Netherlands,https://en.wikipedia.org/wiki/Martinus_J._G._Veltman,Physics,for elucidating the quantum structure of electroweak interactions in physics,1999,the Netherlands,1999,1999-12-10,68,FALSE,0,NA
